message,sending_time,sender,status,price,sent,viewed,purchased,earnings,withdrawn_by,message_id,source_file,loaded_at
Could you handle me if I crawled on top of you right now? I’d ride you until neither of us could breathe 😈,"Sep 12, 2025 at 12:12 AM",SD Mochi,unsent,-,50184,287,0,0.0,SD Mochi,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
"🏆 𝐆𝐑𝐀𝐍𝐃 𝐏𝐑𝐈𝐙𝐄 𝐃𝐑𝐎𝐏 🥇🔥
I just started a new tradition… every day I’ll handpick ONLY 5 people to spoil with a massive content drop for just $5 🤯 That’s over $1000 worth of my dirtiest vids and pics — guaranteed to make you explode in seconds 😮‍💨🔥
⏳ Claim your prize now before I hand it to the next winner 🏁💌","Sep 11, 2025 at 11:52 PM",SD Mochi,sent,5.00,50186,1484,6,30.0,,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
Who’s jerking off for me right now? Don’t lie 😈🍆,"Sep 11, 2025 at 11:17 PM",SD Mochi,unsent,-,50154,352,0,0.0,SD Mochi,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
"🔥 𝐵𝐸𝒮𝒯𝐼𝐸 𝒮𝐸𝒞𝑅𝐸𝒯𝒮 💋👭
Just me &amp; my bestie… soft skin on skin, giggling while we tease each other’s hot curves😈💞 Our lips so close, tasting every playful kiss 👅💦 You’ll feel the heat through every vid… it’s flirty, filthy &amp; too good to resist 🍑💋
👉 Only $15 for this naughty little set — once you see us together, you’ll want more 😏🔥","Sep 11, 2025 at 09:50 PM",SD Mochi,sent,15.00,50192,1525,0,0.0,,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
I want my pussy stretched and ruined tonight… any takers? 😏💦,"Sep 11, 2025 at 09:11 PM",SD Mochi,unsent,-,50161,434,0,0.0,SD Mochi,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
Wish your cock was stuffed inside me already 😮‍💨🍆 my pussy won’t shut up tonight 💦,"Sep 11, 2025 at 08:11 PM",SD Mochi,unsent,-,50445,506,0,0.0,SD Mochi,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
"💋 My NEW Filthy Fuck Tape 🤤
His cock had me moaning nonstop… 😮‍💨 stretched wide open &amp; dripping everywhere 🔥 You won’t believe how wrecked he left me 👀💦 
Unlock it &amp; see for yourself, Daddy 😈","Sep 11, 2025 at 07:43 PM",SD Mochi,sent,24.00,50198,1574,0,0.0,,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
craving for some thick🍆🤤 First 5 to send their best dick pics get a FREE DICKRATE 😈,"Sep 11, 2025 at 06:43 PM",Vash,unsent,-,46390,112,0,0.0,Vash,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
"🏆🔥 𝐖𝐈𝐍𝐍𝐈𝐍𝐆 𝐁/𝐆 𝐒𝐂𝐄𝐍𝐄𝐒 2025 🔥🏆
Only the nastiest wins this round, baby 💦 Every scene wetter, rougher, and harder than the last 😈 No edits. No filters. Just intense porn power 🏅

🍆 Deep throat on a huge cock
🤤 Hard missionary
💋 Riding thick in cowgirl
😈 Deep pounding doggy

All this champ’s fuckfest is yours for just $15 — but only if you unlock before the crown slips to someone else ⏳💋","Sep 11, 2025 at 06:19 PM",SD Mochi,sent,15.00,50200,1617,5,75.0,,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
"My tits are bouncing while I play with my clit 🫦👅 you’d grab them and fuck me harder, right?","Sep 11, 2025 at 06:17 PM",SD Mochi,unsent,-,50200,578,0,0.0,SD Mochi,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
"💦🔥 ŰŃśÉÉŃ ẂÉT &amp; ẂíĹD FŰĆḰ śHŐẂ 👀🍑
Nipples hard, pussy glistening under the light… my moans got louder with every sloppy thrust 😩💦 But you won’t believe what happened when the vibrator went in 👀💣
So raw. So nasty. So loud. ⏰
Unlock now, Daddy — before this filthy show disappears 😈🔓","Sep 11, 2025 at 04:24 PM",SD Mochi,sent,12.00,50203,1659,0,0.0,,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
I get so horny just thinking about you bending me over right now 😏💦,"Sep 11, 2025 at 04:18 PM",SD Mochi,unsent,-,50168,653,0,0.0,SD Mochi,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
"can i ask  question baby, tell me what kind of content make that cock throb so bad 🙈💦","Sep 11, 2025 at 03:59 PM",Vash,unsent,-,46512,269,0,0.0,Vash,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
I’m all worked up and thinking about you. Show me what I’ve been craving 😍,"Sep 11, 2025 at 03:14 PM",Vash,unsent,-,46512,109,0,0.0,Vash,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
"My mouth’s bored, wanna give it something to play with, Daddy? 👅🍆","Sep 11, 2025 at 02:16 PM",SD Mochi,unsent,-,50169,726,0,0.0,SD Mochi,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
you there baby👀 fckking needy rn. how about let's hop on vidcall?🥰,"Sep 11, 2025 at 02:02 PM",Vash,unsent,-,46515,176,0,0.0,Vash,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
"🔥 𝑬𝒙 𝑹𝒆𝒖𝒏𝒊𝒐𝒏 𝑩𝑾𝑪 𝑭𝒖𝒄𝒌 🍆💦
Left alone with my ex… and I couldn’t resist 😏💋 I dropped to my knees, spit dripping as I gagged on his fat BWC 🤤💦 Then he bent me over — my pussy soaked, stretched wide, begging for more as he pounded me hard 🍑🔥
👉 You won’t believe how deep he went — unlock now &amp; see every messy second 😈💦","Sep 11, 2025 at 01:41 PM",SD Mochi,sent,19.00,50205,1729,0,0.0,,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
woke up soaked baby. and i wonder how that dick slide eassily on my wet pussy rn.🙈 wanna see it?,"Sep 11, 2025 at 12:42 PM",Vash,unsent,-,46518,222,0,0.0,SD Mochi,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
"💦 β𝑒𝓼ＴᎥ𝑒 ６❾ 𝓼𝕃𝓾Ｔ Ƥ𝕃𝐀ץ 🔥
She swore only I could touch her… but I had to taste her pussy 🤤🍑 We went straight into 69👅faces buried, tongues flicking clits, eating each other hard while moaning loud 😏💋","Sep 11, 2025 at 12:10 PM",SD Mochi,sent,20.00,50206,1759,1,20.0,,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
"⚡️🚨 $5 FLASH DEAL 🚨⚡️
Over $1,000 worth of my dirtiest content locked in one insane drop 😈💦 Only for TODAY—don’t miss it! 🔥","Sep 11, 2025 at 11:16 AM",SD Mochi,sent,5.00,50207,1776,5,25.0,,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
"Wanna spank me until my ass jiggles for you, baby? 🍑👋","Sep 11, 2025 at 11:13 AM",SD Mochi,unsent,-,50171,91,0,0.0,SD Mochi,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
"👀🔥 RARE INTENSE FUCK TAPE 🔥👀
This one’s a real treat… raw, uncut &amp; nasty. 🍑 Watch me take him in every position—moaning loud, dripping wet, begging for more 😵‍💫💦 The way he flips me to pound me deep in doggy… you’ll see why I couldn’t stop screaming 🥵 Only for the ones who deserve the rarest side of me. 😈","Sep 11, 2025 at 09:50 AM",SD Mochi,sent,19.00,50207,1802,0,0.0,,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
Eggs? Toast? Or me bent over the counter dripping for you 🍑💦,"Sep 11, 2025 at 09:17 AM",SD Mochi,unsent,-,50171,190,0,0.0,SD Mochi,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
"💦 𝘖𝘬𝘢y... 𝘚𝘰 𝘔𝘢𝘺𝘣𝘦 𝘛𝘩𝘪𝘴 𝘛𝘰𝘺 𝘞𝘢𝘴 𝘢 𝘉𝘪𝘵 𝘛𝘰𝘰 𝘉𝘪𝘨… 💦
I swear I was just gonna tease myself with it… but the second I felt it slide inside, stretching me wide open, making my toes curl, I couldn’t stop.
I kept going, rocking my hips, moaning like a total mess, dripping all over my sheets.
🔥 Now I need you to see just how deep I took it. Think you can handle watching me fall apart? 😈💦","Sep 11, 2025 at 08:00 AM",SD Mochi,sent,17.00,50206,1835,0,0.0,,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
Skipped breakfast ‘cause I’d rather swallow your cock milk 😏🥛,"Sep 11, 2025 at 07:12 AM",SD Mochi,unsent,-,50174,259,0,0.0,SD Mochi,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
"🍑 𝑆𝑖𝑡 𝐷𝑜𝑤𝑛, 𝑆ℎ𝑢𝑡 𝑈𝑝, 𝑎𝑛𝑑 𝑊𝑜𝑟𝑠ℎ𝑖𝑝 𝑀𝑒🍑
Get on your knees and put your mouth to work.
I want you licking, sucking, biting, burying your face between my cheeks like you were made to be there.
Don’t stop until I’m grinding against your tongue, dripping all over your face, and moaning your name.
Good boys get rewarded… bad boys get punished. Which one are you? 😏🔥","Sep 11, 2025 at 05:56 AM",SD Mochi,sent,10.00,50209,1864,2,20.0,,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
Forget happy hour… let’s make it “cum inside me hour.” I want you to fill me until I can’t walk straight 🔥,"Sep 11, 2025 at 05:16 AM",SD Mochi,unsent,-,50174,126,0,0.0,SD Mochi,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
"✨ 𝐎𝐨𝐩𝐬… 𝐈 𝐖𝐚𝐬 𝐉𝐮𝐬𝐭 𝐓𝐫𝐲𝐢𝐧𝐠 𝐭𝐨 𝐓𝐚𝐤𝐞 𝐚 𝐂𝐮𝐭𝐞 𝐏𝐢𝐜 👀
I was lying in bed, feeling all cute… I swear I wasn’t gonna go all the way… but fuck, I got carried away. 
Now I’m dripping, gasping, grinding against my own hand— and the camera caught every second.
💋 Guess that means you get to see exactly how messy I got. 😏🔥","Sep 11, 2025 at 03:58 AM",SD Mochi,unsent,15.00,50209,1573,0,0.0,SD Mochi,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
"If I sat on your lap right now, grinding slow, would you stop me or let everyone watch? I’d moan in your ear until you couldn’t take it anymore 💦","Sep 11, 2025 at 03:16 AM",SD Mochi,unsent,-,50176,136,0,0.0,SD Mochi,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
"If I woke you up sucking your cock, would you let me finish? 😈","Sep 11, 2025 at 02:16 AM",SD Mochi,unsent,-,50178,177,0,0.0,SD Mochi,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
"🔥 𝑱𝑶𝑰 &amp; 𝑫𝒊𝒍𝒅𝒐 𝑷𝒍𝒂𝒚 𝑾𝒊𝒕𝒉 𝑬𝒚𝒆 𝑪𝒐𝒏𝒕𝒂𝒄𝒕😏
Look me in the eyes while I stroke this dildo like it’s your cock 👀🍆 Every moan’s for you, Daddy… don’t look away 💦💋","Sep 11, 2025 at 01:34 AM",SD Mochi,sent,14.00,50217,1944,1,14.0,,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
I’d sit across from you at lunch with no panties on. Would you finger me under the table until I soaked your hand? 💋,"Sep 11, 2025 at 12:15 AM",SD Mochi,unsent,-,50188,280,0,0.0,SD Mochi,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
"I was pinned, my breath catching, completely at his mercy… the way he took he took his time, teasing me until I couldn’t take it anymore 😏 This one is dangerously addictive.","Sep 11, 2025 at 12:08 AM",SD Mochi,unsent,20.00,50224,1667,0,0.0,SD Mochi,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
What’s more relaxing: a massage or me riding you slow? 💆‍♂️,"Sep 10, 2025 at 11:14 PM",SD Mochi,unsent,-,50189,342,0,0.0,SD Mochi,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
"💌 Special access granted 💌
 I’m letting only 5 people into my private vault tonight… do you think you can handle this? 😏 Once this is gone, I won’t be resending.","Sep 10, 2025 at 10:05 PM",SD Mochi,sent,5.00,50223,2014,3,15.0,,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
Did you eat dinner… or should I feed you something creamy? 🍽️🤤,"Sep 10, 2025 at 09:20 PM",SD Mochi,unsent,-,50188,423,0,0.0,SD Mochi,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
"If I showed up at your door dripping wet, what would you do first? 😈","Sep 10, 2025 at 08:15 PM",SD Mochi,unsent,-,50189,466,0,0.0,SD Mochi,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
"𝑩𝑬𝑺𝑻 𝑮/𝑮 𝑷𝑳𝑨𝒀 💗
We woke up feeling a little… restless 😏 One thing led to another, and next thing you know, we were tangled up, hands exploring, lips teasing, bodies pressed so close. If you love it when I’m feeling extra naughty, this one’s for you 😈","Sep 10, 2025 at 07:57 PM",SD Mochi,unsent,15.00,50224,1752,0,0.0,SD Mochi,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
"kinda bored rn baby, how about let's hop on vidcall🥰","Sep 10, 2025 at 07:02 PM",Vash,unsent,-,46534,529,0,0.0,SD Mochi,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
"Imagine unzipping me the second you get home. How fast would you fuck me against the door, baby? 🏠","Sep 10, 2025 at 06:15 PM",SD Mochi,unsent,-,50190,539,0,0.0,SD Mochi,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
i'm craving for some thick🍆 First 10 to send their best dick pics get a FREE DICKRATE 😈,"Sep 10, 2025 at 05:47 PM",Vash,unsent,-,46532,1790,0,0.0,SD Mochi,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
"RATED 10/10: BEST BLOWJOB OF MY LIFE 👀🍆
Fans are going crazy over this one. So here’s the question:👅💦
Would you give my lips, my technique, and my throat skills a 10/10 too?
I got sloppy, deep, and dripping in this… and I think you’re about to be obsessed.
💳 Watch &amp; leave your review after. 😏","Sep 10, 2025 at 05:32 PM",SD Mochi,sent,17.00,50444,2175,1,17.0,,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
"Mmm love I’ve got something naughty and FREE just for you… turn your renew on and I’ll show you how wild I can get
https://onlyfans.com/kassieleexo","Sep 10, 2025 at 04:05 PM",Vash,unsent,-,4356,236,0,0.0,SD Mochi,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
"👀 𝙋𝙊𝙑: 𝙔𝙤𝙪’𝙧𝙚 𝙨𝙥𝙧𝙚𝙖𝙙𝙞𝙣𝙜 𝙢𝙮 𝙡𝙚𝙜𝙨 𝙬𝙞𝙙𝙚 𝙖𝙨 𝙄 𝙗𝙚𝙜 𝙛𝙤𝙧 𝙢𝙤𝙧𝙚… 😈
I start with soft moans and shaking thighs… but the deeper it gets, the louder I get.
💦 You’ll hear everything… and see even more.
🎥 Shot close enough to feel real—this one’s raw, unfiltered, and absolutely soaked.

🔓 Available for my loyal fans only.
💲 $20 – Worth every needy second.","Sep 10, 2025 at 03:31 PM",SD Mochi,unsent,20.00,50222,1829,0,0.0,SD Mochi,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
"what is your fav type of content? I have a special deal just for you but you have to Imk what content you like to jerk off the most to 🙈😈 BG, GG, BJ, SOLO💦","Sep 10, 2025 at 03:15 PM",SD Mochi,unsent,-,50442,1402,0,0.0,SD Mochi,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
"What’s hotter, a quick bite or a quick fuck in your car?😈","Sep 10, 2025 at 02:16 PM",SD Mochi,unsent,-,50184,687,0,0.0,SD Mochi,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
"💖🥺 she’s pouting rn 💦
’cause i’ve been playing around her edges all morning &amp; not letting anyone in 😌💅🏻

just soft lil circles n finger flutters 😽
my panties are soaked, but no one gets to taste 💦","Sep 10, 2025 at 02:08 PM",SD Mochi,unsent,17.00,50219,1348,0,0.0,SD Mochi,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
Still in bed.  wanna help me start my day right? 👅,"Sep 10, 2025 at 12:45 PM",Vash,unsent,-,46530,747,0,0.0,SD Mochi,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
"🚿💗 SHOWER TIME = SHOWTIME 💗
I was feeling myself under that hot water 😌
💦 Wet skin. Soft moans. Slippery everything.
Perfect intro if you're just joining…
Or if you wanna imagine stepping in with me 😉","Sep 10, 2025 at 11:53 AM",SD Mochi,unsent,15.00,50221,1393,0,0.0,SD Mochi,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
I’d tease you through your pants while you drive. Would you pull over or let me ride you right there? 👀,"Sep 10, 2025 at 11:13 AM",SD Mochi,unsent,-,50186,776,0,0.0,SD Mochi,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
"😏 𝑶𝑵𝑬 𝑴𝑰𝑵𝑼𝑻𝑬. 𝑶𝑵𝑬 𝑻𝑬𝑨𝑺𝑬. 𝑶𝑵𝑬 𝑩𝑨𝑫 𝑮𝑰𝑹𝑳 💦
📹 This is just a taste...
Cheap. Dirty. UNMISSABLE.
You ready for the main course, daddy? 😈💋","Sep 10, 2025 at 10:48 AM",SD Mochi,unsent,12.00,50220,1431,0,0.0,SD Mochi,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
"𝓜𝔂 𝓥𝓮𝓻𝔂 𝓕𝓲𝓻𝓼𝓽 𝓣𝓲𝓶𝓮 😳💕
I was so shy… until it felt TOO good 😩

🎥 Caught myself moaning, forgetting the camera was even there
See how I lost control in my very first session with my new toy🥵","Sep 10, 2025 at 09:53 AM",SD Mochi,unsent,13.00,50219,1457,0,0.0,SD Mochi,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
"Pin my wrists, sink in slow… then fuck me harder ‘til I forget how to breathe 🥵","Sep 10, 2025 at 09:20 AM",SD Mochi,unsent,-,50184,839,0,0.0,SD Mochi,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
"🖤 𝘠𝘖𝘜 𝘊𝘈𝘕 𝘞𝘈𝘐𝘛… 𝘖𝘙 𝘠𝘖𝘜 𝘊𝘈𝘕 𝘉𝘌 𝘈 𝘉𝘈𝘋 𝘉𝘖𝘠 &amp; 𝘚𝘌𝘌 𝘐𝘛 𝘕𝘖𝘞 😈
🔥 I was supposed to keep this private, but let’s be honest… I want you watching.
👀 You sneaking off to watch, or are you gonna make me beg for you instead? 😏💋","Sep 10, 2025 at 07:53 AM",SD Mochi,unsent,8.00,50220,1490,0,0.0,SD Mochi,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
Morning wood check… is it hard for me yet? 😈,"Sep 10, 2025 at 07:18 AM",SD Mochi,unsent,-,50185,184,0,0.0,SD Mochi,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
"📸 𝘠𝘖𝘜 𝘖𝘒𝘈𝘠 𝘞𝘐𝘛𝘏 𝘔𝘌 𝘋𝘜𝘔𝘗𝘐𝘕𝘎 𝘛𝘏𝘐𝘚 𝘖𝘕 𝘠𝘖𝘜? 😏
I just went through my 𝙝𝙤𝙩𝙩𝙚𝙨𝙩, 𝙣𝙖𝙪𝙜𝙝𝙩𝙞𝙚𝙨𝙩, 𝙢𝙤𝙨𝙩 𝙨𝙚𝙘𝙧𝙚𝙩 vids &amp; pics and damn… I forgot how good these are.
🔥 Close-ups, mirror shots, and full spread POVs that never should’ve left my phone.
💋 I’ll send it, but only if you’re ready for this. 👀💦","Sep 10, 2025 at 06:03 AM",SD Mochi,sent,5.00,50448,2367,1,5.0,,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
"Wake me up by pinning me down, filling me deep, and not letting me breathe ‘til I’m moaning your name… 🥵💦","Sep 10, 2025 at 05:15 AM",SD Mochi,unsent,-,50187,242,0,0.0,SD Mochi,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
"𝙸 𝚜𝚑𝚘𝚞𝚕𝚍 𝚋𝚎 𝚊𝚜𝚕𝚎𝚎𝚙 𝚋𝚞𝚝 𝙸 𝚐𝚘𝚝 𝚍𝚒𝚜𝚝𝚛𝚊𝚌𝚝𝚎𝚍 😏
Tried to keep my hands off myself… but that was a f*cking fail.
So now I’m lying here, legs shaking, still catching my breath.
🎥 Unlock &amp; see why I couldn’t stop moaning.","Sep 10, 2025 at 04:09 AM",SD Mochi,sent,15.00,50223,2313,1,15.0,,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
"Wide awake &amp; dripping… what would you do first, Daddy? 😈","Sep 10, 2025 at 03:14 AM",SD Mochi,unsent,-,50190,149,0,0.0,SD Mochi,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
"Imagine my tongue wrapped around you right now… sloppy, gagging, begging for every drop 🤤🍆","Sep 10, 2025 at 02:11 AM",SD Mochi,unsent,-,50189,336,0,0.0,SD Mochi,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
"𝙔𝙤𝙪 𝙬𝙤𝙣’𝙩 𝙜𝙪𝙚𝙨𝙨 𝙝𝙤𝙬 𝙝𝙖𝙧𝙙 𝙄 𝙧𝙤𝙙𝙚 𝙩𝙤𝙣𝙞𝙜𝙝𝙩 😏
I was soaked, legs spread, toys deep… and yeah, I recorded every second.
Now it’s your turn to decide…
💳 𝙔𝙤𝙪 𝙬𝙖𝙩𝙘𝙝𝙞𝙣𝙜 𝙤𝙧 𝙣𝙖𝙝?","Sep 10, 2025 at 01:22 AM",SD Mochi,unsent,17.00,50223,1619,0,0.0,SD Mochi,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
Tossing in bed… should I imagine your cock or your hands first? 🍆💋,"Sep 10, 2025 at 12:19 AM",SD Mochi,unsent,-,50187,298,0,0.0,SD Mochi,,ALLTIME_MASS_MESSAGE_STATS - DAILY.MASS.MESSAGE.STATS(Gmail-etl adds pge name).csv,2025-09-15T22:39:34.140491Z
